To Date,Battery (%),R. Humidity (%),Light (Lux),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³ ),PM₁ (µg/m³ ),PM₁₀₀ (µg/m³ ),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s)
10/4/2022 22:00:00,100.00,35.48,67.46,19.95,29.93,12.50,38.53,21.17,0.02,174.91,1.54
10/4/2022 23:00:00,100.00,39.45,4.00,19.82,33.26,12.26,44.81,19.76,0.02,182.58,2.19
11/4/2022 0:00:00,100.00,41.88,4.00,19.36,26.78,12.76,33.13,19.31,0.02,177.15,1.84
11/4/2022 1:00:00,100.00,40.17,4.00,21.50,34.13,13.10,47.27,18.77,0.02,203.41,0.92
11/4/2022 2:00:00,100.00,38.25,4.00,21.36,61.16,12.59,112.78,17.81,0.02,164.56,1.16
11/4/2022 3:00:00,100.00,41.27,4.00,22.81,40.02,14.37,60.95,16.90,0.02,182.91,0.79
11/4/2022 4:00:00,100.00,44.32,4.00,20.56,53.25,12.30,96.74,16.46,0.02,178.92,1.12
11/4/2022 5:00:00,100.00,45.68,4.00,20.32,36.19,13.82,57.40,16.20,0.02,165.04,1.27
11/4/2022 6:00:00,99.33,47.33,4.00,21.57,31.09,14.87,41.26,15.63,0.02,201.84,1.06
11/4/2022 7:00:00,88.67,49.82,3.33,21.44,31.96,14.40,43.95,14.75,0.02,181.72,0.76
11/4/2022 8:00:00,79.83,51.66,3.33,22.44,31.78,15.40,41.32,14.13,0.02,224.55,0.73
11/4/2022 9:00:00,76.17,52.89,144.23,24.19,35.16,16.97,45.66,14.24,0.02,193.65,0.87
11/4/2022 10:00:00,86.67,52.73,"4,931.75",28.98,44.29,19.87,58.53,15.29,0.33,184.51,1.16
11/4/2022 11:00:00,99.33,47.97,"12,699.79",32.35,52.71,22.05,70.96,17.76,0.48,185.68,1.27
11/4/2022 12:00:00,100.00,41.37,"39,232.76",29.80,45.88,20.70,58.80,20.60,0.04,163.88,1.56
11/4/2022 13:00:00,100.00,37.77,"67,699.12",27.38,40.90,19.38,52.55,21.92,0.04,134.15,2.28
11/4/2022 14:00:00,100.00,33.76,"56,849.83",26.68,36.67,19.66,46.07,23.81,0.06,135.34,2.59
11/4/2022 15:00:00,100.00,31.09,"28,395.60",28.63,42.49,20.64,56.44,24.97,0.17,172.48,1.37
11/4/2022 16:00:00,100.00,34.59,"26,102.20",28.80,42.40,20.59,53.78,23.01,0.12,164.63,1.83
11/4/2022 17:00:00,100.00,39.77,"27,579.00",28.78,56.38,18.05,80.38,21.07,0.15,195.59,3.72
11/4/2022 18:00:00,100.00,35.54,"27,750.77",27.96,49.20,18.12,66.30,22.94,0.13,225.05,3.40
11/4/2022 19:00:00,100.00,38.95,"8,976.99",34.52,57.71,23.32,78.74,22.21,0.45,165.02,1.71
11/4/2022 20:00:00,100.00,45.94,"9,472.75",34.21,51.74,23.57,65.31,20.46,0.51,163.37,1.89
11/4/2022 21:00:00,100.00,43.36,"3,914.73",37.58,63.67,24.32,85.14,21.19,0.34,158.82,1.63
11/4/2022 22:00:00,100.00,46.25,58.42,37.64,65.36,23.39,87.36,19.41,0.02,156.53,2.10
11/4/2022 23:00:00,100.00,45.25,4.00,34.59,61.45,22.39,84.56,19.17,0.02,187.12,1.51
12/4/2022 0:00:00,100.00,45.88,4.00,26.56,35.29,20.09,42.38,19.11,0.02,192.66,1.62
12/4/2022 1:00:00,100.00,45.71,4.00,28.56,42.34,20.46,55.27,18.62,0.02,202.91,1.42
12/4/2022 2:00:00,100.00,47.11,4.00,30.27,52.12,20.29,73.88,17.50,0.02,197.55,1.29
12/4/2022 3:00:00,100.00,47.93,4.00,28.58,42.89,20.66,57.13,16.96,0.02,211.33,1.08
12/4/2022 4:00:00,100.00,48.63,4.00,43.84,62.04,30.45,82.46,16.56,0.02,158.30,0.75
12/4/2022 5:00:00,100.00,51.32,4.00,42.26,69.50,29.58,101.19,15.62,0.02,175.93,0.55
12/4/2022 6:00:00,95.67,53.32,4.00,33.08,61.22,22.70,93.46,15.14,0.02,162.21,0.52
12/4/2022 7:00:00,83.67,55.30,4.00,36.25,51.75,26.19,67.79,14.81,0.02,162.42,0.66
12/4/2022 8:00:00,78.17,56.12,4.00,51.23,78.22,38.09,105.32,14.45,0.02,164.60,0.82
12/4/2022 9:00:00,75.33,59.65,140.31,41.73,71.93,28.13,104.58,13.94,0.02,131.89,0.45
12/4/2022 10:00:00,78.33,59.66,"3,580.47",49.36,80.73,33.55,115.04,14.18,0.34,116.59,0.04
12/4/2022 11:00:00,97.17,54.73,"13,032.22",80.90,124.12,52.13,164.78,16.66,0.45,175.50,0.97
12/4/2022 12:00:00,100.00,48.03,"38,254.11",53.22,120.25,29.61,174.70,19.82,0.04,175.50,1.42
12/4/2022 13:00:00,100.00,42.45,"65,570.10",47.88,103.73,27.03,149.15,22.08,0.06,168.11,1.67
12/4/2022 14:00:00,100.00,35.64,"59,890.65",41.92,80.64,24.87,116.12,23.75,0.08,170.65,2.03
12/4/2022 15:00:00,100.00,36.50,"42,365.96",48.38,73.98,30.56,93.73,22.82,0.27,137.28,2.25
12/4/2022 16:00:00,100.00,31.41,"42,740.28",47.22,69.57,30.79,87.91,24.78,0.16,134.83,2.58
12/4/2022 17:00:00,100.00,27.77,"28,519.99",35.91,57.03,23.21,76.56,25.28,0.18,144.40,1.74
12/4/2022 18:00:00,100.00,33.67,"16,150.29",29.92,55.96,18.65,78.53,23.29,0.36,210.87,3.36
12/4/2022 19:00:00,100.00,41.56,"6,703.59",33.90,93.82,16.91,140.98,20.62,0.39,191.30,4.59
12/4/2022 20:00:00,100.00,45.68,"7,976.67",22.58,58.19,12.26,91.00,19.03,0.45,161.66,3.65
12/4/2022 21:00:00,100.00,43.98,"1,043.11",17.53,28.90,11.19,40.48,18.87,0.14,180.39,1.84
12/4/2022 22:00:00,100.00,43.25,23.15,19.35,34.79,12.08,49.99,18.88,0.02,181.83,1.21
12/4/2022 23:00:00,100.00,41.39,4.00,26.35,46.46,16.94,63.98,18.77,0.02,182.07,1.98
13-04-2022 00:00,100.00,41.66,4.00,22.04,35.91,14.64,49.43,18.55,0.02,177.34,1.09
13-04-2022 01:00,100.00,44.77,4.00,27.64,73.84,15.56,123.01,18.25,0.02,205.79,1.27
13-04-2022 02:00,93.33,48.67,4.00,33.36,77.21,19.34,122.86,17.80,0.02,226.00,0.86
13-04-2022 03:00,83.17,50.78,4.00,67.94,113.14,40.10,158.40,17.33,0.02,156.50,0.89
13-04-2022 04:00,80.17,51.77,4.00,43.09,85.12,25.04,128.10,17.11,0.02,159.43,0.74
13-04-2022 05:00,78.50,51.59,4.00,24.72,44.88,15.93,65.22,16.81,0.02,172.58,1.20
13-04-2022 06:00,77.00,51.05,4.00,26.20,40.96,17.73,56.20,16.56,0.02,180.49,0.66
13-04-2022 07:00,75.83,53.14,4.00,81.29,101.29,48.68,119.80,16.15,0.02,133.10,0.82
13-04-2022 08:00,74.67,56.03,4.00,36.34,54.77,23.64,73.94,15.42,0.02,146.00,0.79
13-04-2022 09:00,72.67,56.63,154.97,89.41,106.58,53.90,121.85,14.96,0.02,132.15,1.04
13-04-2022 10:00,76.50,57.03,"3,397.23",37.16,55.45,24.41,75.16,15.04,0.40,168.52,0.53
13-04-2022 11:00,93.50,50.75,"12,785.17",44.99,66.11,29.50,87.05,17.60,0.46,160.76,1.31
13-04-2022 12:00,100.00,44.58,"37,748.86",27.83,60.34,17.51,91.59,20.13,0.03,149.67,1.90
13-04-2022 13:00,100.00,47.17,"38,717.33",26.50,46.75,18.22,65.19,20.32,0.15,128.77,2.43
13-04-2022 14:00,100.00,41.95,"40,949.79",24.84,36.42,18.78,46.92,22.08,0.18,170.20,1.61
13-04-2022 15:00,100.00,36.34,"41,926.60",23.70,32.42,18.30,40.42,24.25,0.08,164.94,1.47
13-04-2022 20:00,100.00,45.22,"3,279.24",16.72,19.56,13.09,22.41,19.00,0.39,103.66,2.91
13-04-2022 21:00,100.00,47.35,"1,152.68",17.29,20.43,14.05,23.37,18.77,0.18,149.34,1.39
13-04-2022 22:00,100.00,57.55,8.26,21.83,28.51,17.60,35.70,17.41,0.02,217.17,2.40
13-04-2022 23:00,100.00,56.84,4.00,36.59,59.59,25.75,80.11,16.67,0.02,162.58,1.87
14-04-2022 00:00,97.00,58.21,4.00,31.20,46.47,22.70,59.85,16.48,0.02,166.58,1.17
14-04-2022 01:00,84.50,61.89,4.00,30.91,38.63,25.16,46.38,16.08,0.02,243.42,0.55
14-04-2022 02:00,79.50,65.15,4.00,32.61,52.48,22.95,70.85,15.60,0.02,195.83,1.43
14-04-2022 03:00,77.33,63.40,4.00,42.74,84.55,25.15,120.68,15.33,0.02,165.28,1.41
14-04-2022 04:00,75.50,63.61,4.00,29.67,57.85,20.67,89.98,15.09,0.02,171.53,1.13
14-04-2022 05:00,73.83,65.00,4.00,30.57,57.38,22.15,91.01,14.55,0.02,186.61,0.55
14-04-2022 06:00,72.17,62.20,4.00,26.46,39.41,20.23,55.66,14.03,0.02,194.37,0.55
14-04-2022 07:00,70.50,59.46,4.00,23.34,29.60,18.25,35.74,13.66,0.02,178.40,0.49
14-04-2022 08:00,69.33,62.39,3.33,24.40,31.72,19.23,39.59,13.32,0.02,210.01,0.66
14-04-2022 09:00,68.33,59.93,204.18,26.91,37.36,20.19,49.16,13.49,0.05,200.37,0.77
14-04-2022 10:00,74.17,58.56,"3,647.24",27.44,38.98,21.39,51.37,14.23,0.46,205.56,0.90
14-04-2022 11:00,91.67,50.78,"12,528.32",30.26,41.58,23.14,52.42,16.91,0.45,177.05,1.47
14-04-2022 12:00,100.00,41.78,"42,150.56",30.60,39.73,24.09,47.91,19.68,0.03,167.22,1.81
14-04-2022 13:00,100.00,35.95,"69,451.70",30.12,37.91,23.95,45.00,21.74,0.06,153.28,2.12
14-04-2022 14:00,100.00,29.41,"66,178.82",27.44,35.17,22.00,42.97,24.44,0.09,164.38,2.02
14-04-2022 15:00,100.00,28.01,"49,397.92",29.91,36.88,23.87,44.50,25.39,0.11,144.09,2.17
14-04-2022 16:00,100.00,27.26,"44,810.79",33.80,44.94,26.00,56.42,26.34,0.44,130.63,2.55
14-04-2022 17:00,100.00,27.24,"24,124.60",29.36,38.73,23.66,49.47,26.38,0.23,152.20,1.71
14-04-2022 18:00,100.00,28.30,"14,252.31",30.55,43.46,23.98,58.41,25.97,0.41,172.73,1.26
14-04-2022 19:00,100.00,28.47,"19,730.59",27.26,36.73,21.68,46.87,25.73,0.18,156.26,0.95
14-04-2022 20:00,100.00,28.26,"12,998.31",27.68,34.57,22.46,41.82,25.36,0.34,121.05,1.61
14-04-2022 21:00,100.00,29.94,"3,167.68",24.84,34.45,19.56,44.12,23.90,0.31,117.22,1.17
14-04-2022 22:00,94.17,37.77,54.67,36.89,62.97,26.78,86.65,21.87,0.02,170.55,1.63
14-04-2022 23:00,86.83,43.59,4.00,45.42,68.38,34.65,87.27,20.44,0.01,218.13,2.88
15-04-2022 00:00,82.33,64.47,4.00,31.83,38.13,26.56,44.12,16.49,0.02,252.33,5.43
15-04-2022 01:00,76.33,78.00,4.00,31.25,43.22,24.23,54.82,13.86,0.02,224.28,2.30
15-04-2022 02:00,73.33,73.73,4.00,23.74,34.71,18.24,46.84,14.26,0.02,137.46,1.93
15-04-2022 03:00,73.00,68.67,4.00,24.91,40.98,18.37,61.21,14.66,0.02,162.70,1.01
15-04-2022 04:00,72.80,62.25,4.00,25.23,37.10,19.85,49.41,15.42,0.02,164.35,0.69
15-04-2022 08:00,67.00,55.99,4.00,23.36,28.83,18.06,33.42,14.62,0.02,161.96,0.91
15-04-2022 09:00,65.00,55.71,179.19,27.85,34.12,21.53,40.25,14.67,0.03,158.34,0.61
15-04-2022 10:00,72.00,58.23,"4,512.34",36.51,53.02,26.48,71.71,14.87,0.37,198.55,0.51
15-04-2022 11:00,94.00,53.13,"14,015.08",27.47,38.25,20.71,48.62,17.58,0.51,202.06,0.97
15-04-2022 12:00,100.00,41.21,"39,694.90",27.50,38.55,20.84,47.98,20.84,0.04,167.80,1.45
15-04-2022 13:00,100.00,35.50,"67,632.72",31.56,44.21,23.67,56.23,22.83,0.05,156.15,1.71
15-04-2022 14:00,100.00,32.16,"66,093.55",31.16,39.25,24.18,47.37,24.44,0.49,164.72,1.68
15-04-2022 15:00,100.00,29.10,"52,610.55",34.03,41.42,26.54,48.87,25.86,0.07,197.98,1.64
15-04-2022 16:00,100.00,27.00,"48,359.73",29.67,37.32,23.96,45.43,26.86,0.16,206.44,1.24
15-04-2022 17:00,100.00,31.18,"32,895.49",33.96,48.94,26.54,65.12,25.58,0.10,215.78,1.97
15-04-2022 18:00,100.00,32.22,"17,241.37",36.42,48.11,29.27,59.66,25.19,0.33,168.90,1.54
15-04-2022 19:00,100.00,36.49,"14,629.95",33.95,45.70,26.68,55.99,23.64,0.35,229.98,2.54
15-04-2022 20:00,100.00,39.94,"7,420.26",36.03,49.22,28.36,60.44,22.69,0.42,187.82,1.61
15-04-2022 21:00,96.83,41.92,"2,987.53",38.96,58.03,28.89,76.08,22.09,0.26,221.78,1.11
15-04-2022 22:00,88.83,40.68,22.15,37.21,42.77,28.32,47.50,21.11,0.02,152.35,0.87
15-04-2022 23:00,85.00,42.14,4.00,32.68,38.62,24.88,44.04,20.18,0.02,118.73,1.52
16-04-2022 00:00,82.83,45.14,4.00,21.70,27.58,16.46,33.15,19.49,0.02,161.62,1.27
16-04-2022 01:00,80.83,53.01,3.33,36.09,63.83,24.00,87.83,18.58,0.02,180.72,1.95
16-04-2022 02:00,78.83,59.76,4.00,33.31,41.64,27.15,48.41,17.73,0.02,190.48,1.66
16-04-2022 03:00,75.33,74.92,4.00,47.94,93.61,31.33,133.04,15.67,0.02,201.31,1.42
16-04-2022 04:00,72.33,80.01,4.00,33.27,37.15,28.77,39.92,14.65,0.02,215.91,2.07
16-04-2022 05:00,71.00,79.64,4.00,32.85,37.00,28.44,40.41,14.66,0.02,214.15,1.73
16-04-2022 06:00,70.67,78.88,4.00,32.62,37.18,27.80,40.60,14.83,0.02,220.86,1.58
16-04-2022 07:00,68.83,90.79,4.00,93.65,186.98,50.25,63.04,13.23,0.02,221.26,2.94
16-04-2022 08:00,64.67,95.14,4.00,250.52,535.87,75.38,534.49,12.33,0.02,237.53,2.84
16-04-2022 09:00,60.50,94.34,144.66,82.19,113.27,57.72,139.16,12.41,0.02,208.05,2.45
16-04-2022 10:00,64.83,93.81,"4,454.80",94.70,171.15,58.79,236.45,12.73,0.37,209.19,2.12
16-04-2022 11:00,94.50,89.95,"16,403.32",56.23,65.80,48.14,74.00,13.91,0.48,218.24,2.15
16-04-2022 12:00,100.00,73.95,"24,617.97",35.83,47.67,28.84,57.81,17.05,0.16,243.26,1.82
16-04-2022 13:00,100.00,56.26,"49,885.50",32.38,49.98,22.66,63.95,20.98,0.17,234.00,1.29
16-04-2022 14:00,100.00,45.29,"32,044.01",34.73,52.17,24.91,67.50,24.73,0.09,231.99,1.37
16-04-2022 15:00,100.00,46.81,"33,674.12",32.66,45.68,24.00,56.16,24.35,0.10,277.78,2.02
16-04-2022 16:00,100.00,43.84,"36,333.69",28.96,40.08,21.18,49.16,24.63,0.30,275.40,2.74
16-04-2022 17:00,100.00,41.66,"20,508.60",27.76,39.46,19.57,49.40,24.98,0.36,271.01,2.37
16-04-2022 18:00,100.00,41.52,"17,287.38",27.93,38.29,20.79,47.01,24.84,0.40,267.15,2.54
16-04-2022 19:00,100.00,42.67,"17,507.93",26.61,38.25,19.14,47.63,24.40,0.26,261.47,4.39
16-04-2022 20:00,100.00,53.11,"11,931.80",34.38,46.50,26.52,55.86,20.34,0.53,204.31,4.52
16-04-2022 21:00,100.00,65.75,"1,279.71",24.52,39.09,17.15,52.99,17.16,0.13,212.64,2.72
16-04-2022 22:00,100.00,82.28,5.78,28.00,33.73,21.47,38.14,14.18,0.02,220.32,0.61
16-04-2022 23:00,100.00,83.47,2.67,44.92,89.15,26.30,125.90,14.06,0.02,161.91,2.15
17-04-2022 00:00,100.00,88.76,4.00,62.83,89.62,47.88,112.55,13.89,0.02,171.52,1.06
17-04-2022 01:00,100.00,86.94,4.00,35.59,47.66,26.84,57.18,14.05,0.02,196.21,0.59
17-04-2022 02:00,100.00,85.92,4.00,32.89,38.66,25.96,42.67,14.42,0.02,266.93,1.09
17-04-2022 03:00,100.00,92.37,4.00,98.94,242.65,42.07,159.97,12.94,0.02,233.14,3.38
17-04-2022 04:00,97.33,92.03,4.00,53.80,100.20,32.51,136.58,12.62,0.01,202.46,2.70
17-04-2022 05:00,85.50,89.39,4.00,93.29,248.28,37.39,372.10,12.88,0.02,158.15,1.51
17-04-2022 06:00,79.50,88.11,4.00,56.31,113.46,31.06,161.40,12.96,0.02,152.66,0.99
17-04-2022 07:00,77.17,90.40,4.00,42.64,48.04,35.99,51.43,12.80,0.02,153.77,0.21
17-04-2022 08:00,75.17,93.05,4.00,64.82,71.71,52.26,76.26,12.29,0.02,182.14,0.16
17-04-2022 09:00,73.17,94.38,171.07,158.14,325.24,71.36,187.61,11.81,0.02,209.66,0.53
17-04-2022 10:00,79.17,94.94,"3,724.70",86.05,105.76,64.57,126.06,12.20,0.37,213.35,0.26
17-04-2022 11:00,98.83,81.93,"14,097.29",45.94,59.93,36.28,74.29,15.04,0.65,264.34,0.75
17-04-2022 12:00,100.00,69.07,"36,968.30",41.81,59.50,31.27,75.43,18.85,0.26,238.66,0.86
17-04-2022 13:00,100.00,67.14,"56,056.92",47.62,59.61,35.73,68.53,19.47,0.15,170.12,1.30
17-04-2022 14:00,100.00,56.53,"47,479.81",30.61,39.75,22.57,46.89,21.19,0.15,128.14,1.61
17-04-2022 15:00,100.00,49.48,"46,558.93",23.52,28.16,18.21,31.68,22.04,0.13,143.82,2.06
17-04-2022 16:00,100.00,45.98,"33,557.23",22.50,25.87,17.49,28.41,23.22,0.79,153.29,2.03
17-04-2022 17:00,100.00,41.40,"27,981.79",21.42,25.11,16.76,27.90,24.54,1.24,159.65,1.82
17-04-2022 18:00,100.00,37.18,"16,357.24",22.21,27.85,17.31,33.42,26.32,0.79,163.90,1.46
17-04-2022 19:00,100.00,50.44,"13,090.44",31.57,57.77,22.36,82.03,22.13,0.37,199.80,2.59
17-04-2022 20:00,100.00,59.53,"3,343.78",27.52,49.96,18.16,71.67,18.19,0.40,204.17,1.48
17-04-2022 21:00,100.00,73.82,602.39,30.10,42.93,22.40,54.01,15.72,0.03,212.16,2.43
17-04-2022 22:00,100.00,80.49,15.38,37.97,55.94,27.06,71.17,14.52,0.02,168.26,2.46
17-04-2022 23:00,100.00,82.54,4.00,43.50,58.36,33.88,70.63,14.05,0.02,189.36,3.40
18-04-2022 00:00,100.00,82.76,4.00,42.25,66.15,28.82,86.62,13.66,0.02,157.03,2.66
18-04-2022 01:00,100.00,82.63,4.00,58.97,88.32,42.78,113.00,13.67,0.02,181.45,2.09
18-04-2022 02:00,100.00,80.19,4.00,53.69,79.50,38.83,100.92,14.05,0.02,187.98,1.55
18-04-2022 03:00,100.00,74.56,4.00,66.50,139.96,34.27,197.97,14.64,0.02,157.57,1.08
18-04-2022 04:00,94.50,78.42,4.00,64.10,108.49,37.79,143.31,14.44,0.02,222.14,0.42
18-04-2022 05:00,83.17,82.77,4.00,43.79,49.88,33.84,54.17,13.85,0.02,270.36,0.39
18-04-2022 06:00,78.67,82.35,4.00,27.23,32.95,21.53,37.89,13.75,0.02,280.37,0.56
18-04-2022 07:00,77.20,78.90,4.00,41.46,74.52,26.37,112.00,14.18,0.02,132.51,0.22
18-04-2022 08:00,76.17,78.94,4.00,56.37,121.56,33.13,189.08,14.12,0.02,131.82,0.28
18-04-2022 09:00,74.67,76.99,143.62,50.25,76.87,33.96,104.84,14.11,0.02,153.89,0.28
18-04-2022 10:00,75.00,76.18,"2,211.26",30.59,40.21,22.69,49.34,14.37,0.33,239.44,0.54
18-04-2022 11:00,100.00,63.92,"19,989.56",33.01,44.11,23.50,54.17,17.41,0.37,203.46,1.12
18-04-2022 12:00,100.00,53.58,"45,540.26",29.17,41.81,20.19,52.58,19.44,0.04,157.68,1.53
18-04-2022 13:00,100.00,47.74,"66,799.87",34.19,45.01,23.81,53.63,21.07,0.06,152.40,1.84
18-04-2022 14:00,100.00,43.70,"54,845.21",42.11,50.59,29.02,57.32,22.37,0.07,136.11,2.15
18-04-2022 15:00,100.00,38.75,"52,222.16",37.74,46.01,26.03,52.90,23.59,0.12,141.65,2.30
18-04-2022 16:00,100.00,34.28,"37,885.78",41.45,49.97,28.26,57.38,25.02,0.88,151.13,2.31
18-04-2022 17:00,100.00,35.22,"36,462.88",45.09,64.67,31.69,83.56,24.84,0.35,158.45,2.87
18-04-2022 18:00,100.00,42.71,"19,612.75",30.50,43.26,21.47,54.58,22.65,0.50,173.92,2.34
18-04-2022 19:00,100.00,53.72,"12,538.84",50.62,59.30,41.43,65.28,19.60,0.69,217.99,1.75
18-04-2022 20:00,100.00,41.07,"25,165.79",35.31,56.63,24.97,74.98,22.83,0.41,197.38,1.74
18-04-2022 21:00,100.00,38.29,"4,707.59",42.23,60.97,30.10,77.31,23.27,0.39,162.83,0.81
18-04-2022 22:00,100.00,44.31,43.29,68.64,80.44,44.61,90.05,21.00,0.02,147.05,0.67
18-04-2022 23:00,100.00,49.24,3.33,27.73,39.57,19.06,49.54,19.59,0.02,199.15,1.05
19-04-2022 00:00,100.00,45.89,3.33,22.67,29.50,16.74,34.87,19.14,0.02,235.74,1.48
19-04-2022 01:00,100.00,48.31,4.00,24.59,32.48,17.63,39.00,18.25,0.02,230.26,1.13
19-04-2022 02:00,96.00,49.24,4.00,38.60,46.10,26.79,51.78,17.99,0.02,156.05,1.24
19-04-2022 03:00,85.17,49.42,4.00,49.67,56.72,33.79,61.56,17.70,0.02,115.06,1.72
19-04-2022 04:00,81.50,50.98,4.00,101.19,108.50,65.67,112.78,17.29,0.02,105.02,1.78
19-04-2022 05:00,79.33,52.77,4.00,72.44,81.33,48.68,87.86,17.01,0.02,168.64,0.70
19-04-2022 06:00,77.83,54.47,4.00,101.00,110.23,65.49,116.57,16.65,0.02,169.05,0.80
19-04-2022 07:00,77.00,54.87,4.00,41.02,48.71,29.05,54.81,16.56,0.02,170.26,0.58
19-04-2022 08:00,75.67,56.07,4.00,70.52,78.77,48.43,84.84,16.11,0.02,118.18,0.84
19-04-2022 09:00,74.00,57.15,217.69,151.02,164.46,90.58,174.57,15.76,0.02,182.79,0.71
19-04-2022 10:00,77.67,58.14,"3,306.71",31.36,49.19,21.99,67.96,15.42,0.38,189.22,0.53
19-04-2022 11:00,96.67,48.32,"13,283.71",43.00,54.07,30.13,63.49,17.84,0.45,147.80,1.57
19-04-2022 12:00,100.00,38.45,"44,518.14",34.22,46.96,23.28,57.77,20.45,0.04,163.96,2.00
19-04-2022 13:00,100.00,31.63,"66,970.06",25.34,38.47,17.21,50.36,22.28,1.22,153.29,2.29
19-04-2022 14:00,100.00,28.43,"56,616.74",23.43,32.19,16.66,39.60,23.16,0.08,117.08,2.77
19-04-2022 15:00,100.00,24.65,"54,688.22",22.69,35.77,15.61,49.74,25.06,0.15,140.84,2.80
19-04-2022 16:00,100.00,24.08,"32,005.46",20.56,28.03,14.46,35.19,25.57,0.59,132.20,3.29
19-04-2022 17:00,100.00,22.56,"42,936.18",19.86,26.86,14.43,34.20,26.45,0.19,106.82,3.13
19-04-2022 18:00,100.00,21.87,"18,907.46",19.31,25.75,13.46,32.29,26.19,0.32,125.53,2.24
19-04-2022 19:00,100.00,21.35,"15,981.54",18.30,24.72,12.63,30.62,25.05,0.28,108.85,2.42
19-04-2022 20:00,100.00,23.64,"18,425.39",26.49,57.59,14.99,86.55,25.45,0.27,193.50,1.86
19-04-2022 21:00,100.00,27.08,"3,087.40",19.40,28.72,12.32,36.80,23.01,0.35,213.26,1.83
19-04-2022 22:00,100.00,28.20,56.20,18.94,26.98,12.51,33.74,21.31,0.02,209.17,1.70
19-04-2022 23:00,96.67,29.43,0.00,18.01,24.60,12.22,30.09,20.07,0.02,199.51,1.59
20-04-2022 00:00,86.33,33.09,0.00,18.70,26.95,12.50,34.15,19.19,0.02,190.07,1.64
20-04-2022 01:00,81.67,36.95,2.00,20.87,30.96,12.87,40.34,18.19,0.01,185.66,1.10
20-04-2022 02:00,79.17,42.07,2.00,22.18,30.37,14.05,37.07,17.36,0.00,173.36,1.38
20-04-2022 03:00,77.50,47.13,4.00,22.41,31.08,15.32,38.07,17.08,0.00,190.89,1.52
20-04-2022 04:00,76.17,50.78,4.00,23.83,34.27,16.85,42.91,16.67,0.00,167.88,1.64
20-04-2022 05:00,75.17,53.30,4.00,27.22,45.74,16.88,62.12,16.27,0.00,136.34,1.72
20-04-2022 06:00,74.17,56.00,4.00,31.61,56.75,18.69,79.83,15.85,0.00,139.60,1.63
20-04-2022 07:00,72.67,59.08,4.00,33.27,64.50,19.12,94.86,15.29,0.00,148.76,1.10
20-04-2022 08:00,70.83,58.56,4.00,31.56,55.74,19.57,78.36,15.01,0.00,132.89,1.51
20-04-2022 09:00,69.50,51.37,283.31,27.28,42.38,18.04,55.07,15.18,0.00,136.27,1.82
20-04-2022 10:00,74.17,45.75,"3,238.30",27.34,39.94,18.63,51.34,15.58,0.00,140.46,1.58
20-04-2022 11:00,95.00,40.59,"13,508.20",26.34,37.68,18.30,47.00,17.67,0.00,164.29,1.65
20-04-2022 12:00,100.00,34.60,"44,400.35",24.25,34.53,16.72,42.81,19.65,0.00,127.99,2.67
20-04-2022 13:00,100.00,28.90,"66,761.56",23.69,31.42,16.49,37.50,22.40,0.00,160.62,2.08
20-04-2022 14:00,100.00,26.60,"60,264.48",23.80,31.55,16.97,38.40,23.29,0.00,126.06,2.80
20-04-2022 15:00,100.00,22.54,"55,781.30",22.50,32.88,16.08,43.87,25.00,0.00,151.28,2.54
20-04-2022 16:00,100.00,21.90,"38,022.77",25.29,44.81,17.05,61.71,25.48,0.00,124.89,2.64
20-04-2022 17:00,100.00,20.94,"44,429.46",23.37,29.78,17.28,36.05,26.47,0.00,165.78,1.62
20-04-2022 18:00,100.00,20.25,"19,605.31",25.46,33.19,17.58,40.60,26.64,0.00,148.29,2.21
20-04-2022 19:00,100.00,19.34,"26,211.49",22.79,29.87,16.84,37.57,27.14,0.00,161.12,1.72
20-04-2022 20:00,100.00,19.99,"20,399.34",23.96,30.96,17.48,37.52,25.91,0.00,112.06,2.01
20-04-2022 21:00,100.00,20.81,"4,508.97",25.71,43.33,16.91,60.31,24.20,0.00,94.42,2.09
20-04-2022 22:00,100.00,29.91,69.12,31.77,60.07,20.18,86.62,23.11,0.00,200.25,0.80
20-04-2022 23:00,92.67,32.68,2.00,25.50,39.91,16.75,54.20,21.14,0.00,175.61,1.15
21-04-2022 00:00,86.00,35.40,2.00,23.30,34.12,15.28,44.48,19.16,0.00,199.98,1.46
21-04-2022 01:00,82.00,35.31,1.33,21.28,32.65,14.50,44.13,18.49,0.00,148.92,1.52
21-04-2022 02:00,80.17,37.77,2.00,21.68,30.36,14.75,38.96,17.77,0.00,151.75,1.39
21-04-2022 03:00,78.33,41.09,4.00,22.79,32.50,15.24,41.65,17.31,0.00,149.71,1.39
21-04-2022 04:00,76.50,46.13,4.00,25.51,36.66,16.77,46.40,16.72,0.00,209.93,1.15
21-04-2022 05:00,74.50,49.15,4.00,27.49,41.79,17.99,54.53,16.07,0.00,164.81,0.99
21-04-2022 06:00,72.83,49.66,4.00,29.25,63.14,17.51,96.82,15.85,0.00,145.66,1.26
21-04-2022 07:00,72.00,50.32,4.00,26.14,37.72,16.16,47.50,15.70,0.00,126.08,1.28
21-04-2022 08:00,70.83,51.88,4.00,28.72,57.26,17.90,88.54,15.40,0.00,154.83,1.09
